person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
eow: monday, september 20,1948,cause of death: gunfire,gunfire,1948-09-20,1948,False,kansas city police department, mo
eow: wednesday, september 22,1948,cause of death: aircraft accident,aircraft accident,1948-09-22,1948,False,oregon state police, or
eow: friday, september 24,1948,cause of death: gunfire (accidental),gunfire (accidental),1948-09-24,1948,False,detroit police department, mi
eow: sunday, september 26,1948,cause of death: gunfire,gunfire,1948-09-26,1948,False,arkansas state police, ar
eow: sunday, september 26,1948,cause of death: gunfire,gunfire,1948-09-26,1948,False,puerto rico police department, pr
eow: monday, september 27,1948,cause of death: gunfire,gunfire,1948-09-27,1948,False,kansas city police department, mo
eow: monday, september 27,1948,cause of death: automobile accident,automobile accident,1948-09-27,1948,False,new jersey state police, nj
eow: wednesday, september 29,1948,cause of death: gunfire,gunfire,1948-09-29,1948,False,charleston police department, wv
eow: thursday, september 30,1948,cause of death: gunfire,gunfire,1948-09-30,1948,False,burnside police department, ky
eow: friday, october 1,1948,cause of death: motorcycle accident,motorcycle accident,1948-10-01,1948,False,baltimore city police department, md
eow: saturday, october 2,1948,cause of death: vehicular assault,vehicular assault,1948-10-02,1948,False,indianapolis police department, in
eow: monday, october 11,1948,cause of death: struck by train,struck by train,1948-10-11,1948,False,new hampshire state police, nh
eow: thursday, october 14,1948,cause of death: motorcycle accident,motorcycle accident,1948-10-14,1948,False,austin police department, tx
eow: thursday, october 28,1948,cause of death: drowned,drowned,1948-10-28,1948,False,california department of fish and wildlife, ca
eow: sunday, october 31,1948,cause of death: gunfire,gunfire,1948-10-31,1948,False,louellen police department, ky
eow: monday, november 1,1948,cause of death: automobile accident,automobile accident,1948-11-01,1948,False,comanche county sheriff's department, tx
eow: wednesday, november 3,1948,cause of death: vehicular assault,vehicular assault,1948-11-03,1948,False,fremont police department, oh
eow: wednesday, november 3,1948,cause of death: gunfire,gunfire,1948-11-03,1948,False,puerto rico police department, pr
eow: thursday, november 4,1948,cause of death: assault,assault,1948-11-04,1948,False,erie county sheriff's office, ny
eow: saturday, november 6,1948,cause of death: gunfire,gunfire,1948-11-06,1948,False,chester police department, pa
eow: thursday, november 11,1948,cause of death: gunfire,gunfire,1948-11-11,1948,False,gastonia police department, nc
eow: sunday, november 14,1948,cause of death: automobile accident,automobile accident,1948-11-14,1948,False,kentucky state police, ky
eow: monday, november 15,1948,cause of death: assault,assault,1948-11-15,1948,False,essex county sheriff's department, ny
eow: monday, november 15,1948,cause of death: motorcycle accident,motorcycle accident,1948-11-15,1948,False,toledo police department, oh
eow: thursday, november 18,1948,cause of death: vehicle pursuit,vehicle pursuit,1948-11-18,1948,False,beverly hills police department, ca
eow: sunday, november 28,1948,cause of death: gunfire,gunfire,1948-11-28,1948,False,tulsa police department, ok
eow: tuesday, november 30,1948,cause of death: gunfire,gunfire,1948-11-30,1948,False,benton police department, ky
eow: tuesday, november 30,1948,cause of death: motorcycle accident,motorcycle accident,1948-11-30,1948,False,cincinnati police department, oh
eow: thursday, december 2,1948,cause of death: gunfire,gunfire,1948-12-02,1948,False,metropolitan police department, dc
eow: thursday, december 2,1948,cause of death: assault,assault,1948-12-02,1948,False,new jersey department of corrections, nj
eow: thursday, december 2,1948,cause of death: gunfire,gunfire,1948-12-02,1948,False,nacogdoches police department, tx
eow: monday, december 6,1948,cause of death: gunfire,gunfire,1948-12-06,1948,False,los angeles police department, ca
eow: saturday, december 11,1948,cause of death: automobile accident,automobile accident,1948-12-11,1948,False,texas county sheriff's office, ok
eow: wednesday, december 15,1948,cause of death: assault,assault,1948-12-15,1948,False,dallas county sheriff's department, tx
eow: tuesday, december 21,1948,cause of death: gunfire,gunfire,1948-12-21,1948,False,george county sheriff's office, ms
eow: wednesday, december 22,1948,cause of death: vehicle pursuit,vehicle pursuit,1948-12-22,1948,False,dekalb county police department, ga
eow: wednesday, december 22,1948,cause of death: gunfire,gunfire,1948-12-22,1948,False,henrico county police department, va
eow: friday, december 24,1948,cause of death: gunfire,gunfire,1948-12-24,1948,False,barberton police department, oh
eow: friday, december 24,1948,cause of death: vehicle pursuit,vehicle pursuit,1948-12-24,1948,False,colonial heights police department, va
eow: monday, december 27,1948,cause of death: automobile accident,automobile accident,1948-12-27,1948,False,beaver county district attorney's office, pa
eow: thursday, december 30,1948,cause of death: gunfire,gunfire,1948-12-30,1948,False,baltimore city police department, md
eow: sunday, january 2,1949,cause of death: gunfire (accidental),gunfire (accidental),1949-01-02,1949,False,new orleans police department, la
eow: wednesday, january 5,1949,cause of death: heart attack,heart attack,1949-01-05,1949,False,robeson county sheriff's office, nc
eow: saturday, january 8,1949,cause of death: gunfire,gunfire,1949-01-08,1949,False,puerto rico police department, pr
eow: sunday, january 9,1949,cause of death: gunfire,gunfire,1949-01-09,1949,False,stickney police department, il
eow: sunday, january 9,1949,cause of death: gunfire,gunfire,1949-01-09,1949,False,coles county sheriff's department, il
eow: monday, january 10,1949,cause of death: heart attack,heart attack,1949-01-10,1949,False,troy police department, ny
eow: wednesday, january 12,1949,cause of death: gunfire,gunfire,1949-01-12,1949,False,united states postal inspection service, us
eow: monday, january 17,1949,cause of death: automobile accident,automobile accident,1949-01-17,1949,False,lavaca county sheriff's office, tx
eow: thursday, january 20,1949,cause of death: struck by vehicle,struck by vehicle,1949-01-20,1949,False,detroit police department, mi
eow: sunday, january 23,1949,cause of death: motorcycle accident,motorcycle accident,1949-01-23,1949,False,kansas city police department, mo
eow: monday, january 24,1949,cause of death: stabbed,stabbed,1949-01-24,1949,False,united states department of justice - immigration and naturalization service - detention and deportation, us
eow: tuesday, january 25,1949,cause of death: struck by vehicle,struck by vehicle,1949-01-25,1949,False,philadelphia police department, pa
eow: sunday, february 13,1949,cause of death: stabbed,stabbed,1949-02-13,1949,False,guadalupe county sheriff's department, nm
eow: tuesday, february 15,1949,cause of death: gunfire,gunfire,1949-02-15,1949,False,lynch police department, ky
eow: thursday, february 17,1949,cause of death: gunfire,gunfire,1949-02-17,1949,False,detroit police department, mi
eow: thursday, february 24,1949,cause of death: exposure,exposure,1949-02-24,1949,False,new mexico state police, nm
eow: saturday, february 26,1949,cause of death: gunfire,gunfire,1949-02-26,1949,False,mansfield police department, oh
eow: monday, february 28,1949,cause of death: struck by train,struck by train,1949-02-28,1949,False,illinois state police, il
eow: monday, february 28,1949,cause of death: gunfire,gunfire,1949-02-28,1949,False,duval county sheriff's office, tx
eow: thursday, march 3,1949,cause of death: heart attack,heart attack,1949-03-03,1949,False,stockton police department, ca
eow: monday, march 7,1949,cause of death: gunfire,gunfire,1949-03-07,1949,False,myrtle beach police department, sc
eow: monday, march 14,1949,cause of death: gunfire,gunfire,1949-03-14,1949,False,bogalusa police department, la
eow: wednesday, march 16,1949,cause of death: gunfire,gunfire,1949-03-16,1949,False,st. louis metropolitan police department, mo
eow: friday, march 18,1949,cause of death: assault,assault,1949-03-18,1949,False,port jervis police department, ny
eow: sunday, march 20,1949,cause of death: heart attack,heart attack,1949-03-20,1949,False,philadelphia police department, pa
eow: thursday, march 24,1949,cause of death: gunfire,gunfire,1949-03-24,1949,False,mccreary county sheriff's office, ky
eow: saturday, march 26,1949,cause of death: gunfire,gunfire,1949-03-26,1949,False,new york city police department, ny
eow: sunday, april 3,1949,cause of death: automobile accident,automobile accident,1949-04-03,1949,False,jefferson county police department, ky
eow: monday, april 4,1949,cause of death: automobile accident,automobile accident,1949-04-04,1949,False,baltimore city police department, md
eow: friday, april 8,1949,cause of death: gunfire,gunfire,1949-04-08,1949,False,leadville police department, co
eow: thursday, april 14,1949,cause of death: gunfire,gunfire,1949-04-14,1949,False,tulsa police department, ok
eow: sunday, april 17,1949,cause of death: gunfire,gunfire,1949-04-17,1949,False,harlan county police department, ky
eow: sunday, april 17,1949,cause of death: automobile accident,automobile accident,1949-04-17,1949,False,texas department of public safety - texas highway patrol, tx
eow: sunday, april 17,1949,cause of death: gunfire,gunfire,1949-04-17,1949,False,whitman county sheriff's department, wa
eow: sunday, april 17,1949,cause of death: gunfire,gunfire,1949-04-17,1949,False,pullman police department, wa
eow: monday, april 18,1949,cause of death: automobile accident,automobile accident,1949-04-18,1949,False,texas department of public safety - texas highway patrol, tx
eow: wednesday, april 20,1949,cause of death: gunfire,gunfire,1949-04-20,1949,False,welch police department, wv
eow: wednesday, april 20,1949,cause of death: gunfire,gunfire,1949-04-20,1949,False,mcdowell county sheriff's department, wv
eow: sunday, april 24,1949,cause of death: heart attack,heart attack,1949-04-24,1949,False,united states department of the treasury - internal revenue service - alcohol tax unit, us
eow: sunday, april 24,1949,cause of death: gunfire,gunfire,1949-04-24,1949,False,dickinson county sheriff's office, ks
eow: monday, april 25,1949,cause of death: heart attack,heart attack,1949-04-25,1949,False,campbell county sheriff's office, sd
eow: tuesday, april 26,1949,cause of death: heart attack,heart attack,1949-04-26,1949,False,forty fort borough police department, pa
eow: wednesday, may 11,1949,cause of death: motorcycle accident,motorcycle accident,1949-05-11,1949,False,buffalo police department, ny
eow: monday, may 16,1949,cause of death: gunfire,gunfire,1949-05-16,1949,False,los angeles police department, ca
eow: monday, may 16,1949,cause of death: vehicular assault,vehicular assault,1949-05-16,1949,False,avery county sheriff's office, nc
eow: wednesday, may 18,1949,cause of death: automobile accident,automobile accident,1949-05-18,1949,False,iowa state patrol, ia
eow: saturday, june 11,1949,cause of death: gunfire,gunfire,1949-06-11,1949,False,breckenridge police department, tx
eow: friday, june 17,1949,cause of death: motorcycle accident,motorcycle accident,1949-06-17,1949,False,schenectady police department, ny
eow: friday, june 17,1949,cause of death: drowned,drowned,1949-06-17,1949,False,west virginia state police, wv
eow: wednesday, june 22,1949,cause of death: gunfire,gunfire,1949-06-22,1949,False,blackford county sheriff's office, in
eow: wednesday, june 29,1949,cause of death: gunfire,gunfire,1949-06-29,1949,False,abington township police department, pa
eow: thursday, july 7,1949,cause of death: struck by vehicle,struck by vehicle,1949-07-07,1949,False,auburn police department, me
eow: friday, july 8,1949,cause of death: gunfire,gunfire,1949-07-08,1949,False,southern pacific railroad police department, rr
eow: saturday, july 9,1949,cause of death: gunfire,gunfire,1949-07-09,1949,False,tampa police department, fl
eow: sunday, july 17,1949,cause of death: gunfire,gunfire,1949-07-17,1949,False,long beach police department, ca
eow: thursday, july 21,1949,cause of death: automobile accident,automobile accident,1949-07-21,1949,False,kentucky department of corrections, ky
eow: thursday, july 21,1949,cause of death: vehicle pursuit,vehicle pursuit,1949-07-21,1949,False,georgetown county sheriff's office, sc
eow: thursday, july 21,1949,cause of death: gunfire,gunfire,1949-07-21,1949,False,seattle police department, wa
eow: friday, july 22,1949,cause of death: automobile accident,automobile accident,1949-07-22,1949,False,west columbia police department, sc
eow: friday, july 22,1949,cause of death: gunfire,gunfire,1949-07-22,1949,False,fayette county sheriff's department, tn
eow: monday, july 25,1949,cause of death: gunfire,gunfire,1949-07-25,1949,False,wayne county sheriff's department, ky
eow: monday, july 25,1949,cause of death: gunfire,gunfire,1949-07-25,1949,False,south carolina department of natural resources, sc
eow: wednesday, july 27,1949,cause of death: automobile accident,automobile accident,1949-07-27,1949,False,jesup police department, ga
eow: wednesday, july 27,1949,cause of death: fall,fall,1949-07-27,1949,False,new york state department of correctional services, ny
eow: thursday, july 28,1949,cause of death: motorcycle accident,motorcycle accident,1949-07-28,1949,False,fort worth police department, tx
eow: sunday, august 7,1949,cause of death: heat exhaustion,heat exhaustion,1949-08-07,1949,False,fallon county sheriff's department, mt
eow: thursday, august 11,1949,cause of death: heart attack,heart attack,1949-08-11,1949,False,new york city police department, ny
eow: sunday, august 14,1949,cause of death: gunfire,gunfire,1949-08-14,1949,False,los banos police department, ca
eow: sunday, august 14,1949,cause of death: gunfire,gunfire,1949-08-14,1949,False,louisville police department, ky
eow: monday, august 15,1949,cause of death: gunfire (accidental),gunfire (accidental),1949-08-15,1949,False,clarksburg police department, wv
eow: saturday, september 3,1949,cause of death: vehicle pursuit,vehicle pursuit,1949-09-03,1949,False,north carolina highway patrol, nc
eow: monday, september 5,1949,cause of death: gunfire,gunfire,1949-09-05,1949,False,mccurtain county sheriff's office, ok
eow: saturday, september 10,1949,cause of death: gunfire,gunfire,1949-09-10,1949,False,st. clair county sheriff's department, il
eow: saturday, september 10,1949,cause of death: gunfire,gunfire,1949-09-10,1949,False,st. paul police department, mn
eow: saturday, september 10,1949,cause of death: struck by vehicle,struck by vehicle,1949-09-10,1949,False,puerto rico police department, pr
eow: wednesday, september 14,1949,cause of death: gunfire,gunfire,1949-09-14,1949,False,colorado state patrol, co
eow: friday, september 16,1949,cause of death: gunfire,gunfire,1949-09-16,1949,False,st. clair county sheriff's department, il
eow: tuesday, september 20,1949,cause of death: gunfire,gunfire,1949-09-20,1949,False,chicago police department, il
eow: monday, september 26,1949,cause of death: motorcycle accident,motorcycle accident,1949-09-26,1949,False,lincoln police department, ne
eow: friday, september 30,1949,cause of death: gunfire,gunfire,1949-09-30,1949,False,blanchester police department, oh
eow: saturday, october 1,1949,cause of death: assault,assault,1949-10-01,1949,False,uniontown police department, pa
eow: thursday, october 6,1949,cause of death: gunfire,gunfire,1949-10-06,1949,False,hearne police department, tx
eow: saturday, october 8,1949,cause of death: gunfire,gunfire,1949-10-08,1949,False,chambers county constable's office, al
eow: saturday, october 8,1949,cause of death: motorcycle accident,motorcycle accident,1949-10-08,1949,False,joplin police department, mo
eow: sunday, october 9,1949,cause of death: gunfire,gunfire,1949-10-09,1949,False,florence police department, ks
eow: sunday, october 9,1949,cause of death: exposure to toxins,exposure to toxins,1949-10-09,1949,False,north tonawanda police department, ny
eow: friday, october 14,1949,cause of death: gunfire,gunfire,1949-10-14,1949,False,overland police department, mo
eow: saturday, october 15,1949,cause of death: gunfire,gunfire,1949-10-15,1949,False,overland police department, mo
eow: sunday, october 16,1949,cause of death: duty related illness,duty related illness,1949-10-16,1949,False,baltimore city police department, md
eow: saturday, october 22,1949,cause of death: gunfire,gunfire,1949-10-22,1949,False,keokuk police department, ia
eow: monday, october 24,1949,cause of death: automobile accident,automobile accident,1949-10-24,1949,False,illinois state police, il
eow: monday, october 31,1949,cause of death: heart attack,heart attack,1949-10-31,1949,False,carson city police department, nv
eow: tuesday, november 1,1949,cause of death: struck by train,struck by train,1949-11-01,1949,False,turlock police department, ca
eow: monday, november 7,1949,cause of death: motorcycle accident,motorcycle accident,1949-11-07,1949,False,wilmington police department, nc
eow: monday, november 14,1949,cause of death: vehicle pursuit,vehicle pursuit,1949-11-14,1949,False,los angeles county sheriff's department, ca
eow: tuesday, november 15,1949,cause of death: aircraft accident,aircraft accident,1949-11-15,1949,False,kern county sheriff's department, ca
eow: monday, november 21,1949,cause of death: automobile accident,automobile accident,1949-11-21,1949,False,chicago police department, il
eow: saturday, november 26,1949,cause of death: gunfire,gunfire,1949-11-26,1949,False,erie police department, pa
eow: wednesday, november 30,1949,cause of death: gunfire,gunfire,1949-11-30,1949,False,erie police department, pa
eow: wednesday, december 7,1949,cause of death: gunfire,gunfire,1949-12-07,1949,False,searcy county sheriff's office, ar
eow: monday, december 12,1949,cause of death: struck by vehicle,struck by vehicle,1949-12-12,1949,False,north carolina highway patrol, nc
eow: monday, december 12,1949,cause of death: gunfire,gunfire,1949-12-12,1949,False,washington state patrol, wa
eow: tuesday, december 13,1949,cause of death: heart attack,heart attack,1949-12-13,1949,False,stevens county sheriff's office, ks
eow: sunday, december 25,1949,cause of death: heart attack,heart attack,1949-12-25,1949,False,johnstown police department, pa
eow: friday, december 30,1949,cause of death: heart attack,heart attack,1949-12-30,1949,False,detroit police department, mi
eow: saturday, december 31,1949,cause of death: gunfire,gunfire,1949-12-31,1949,False,philadelphia police department, pa
eow: wednesday, january 4,1950,cause of death: struck by vehicle,struck by vehicle,1950-01-04,1950,False,massachusetts state police, ma
eow: wednesday, january 11,1950,cause of death: gunfire,gunfire,1950-01-11,1950,False,mendon police department, ma
eow: thursday, january 12,1950,cause of death: automobile accident,automobile accident,1950-01-12,1950,False,united states department of the treasury - internal revenue service - alcohol tax unit, us
eow: friday, january 13,1950,cause of death: vehicle pursuit,vehicle pursuit,1950-01-13,1950,False,delaware state police, de
eow: friday, january 13,1950,cause of death: struck by vehicle,struck by vehicle,1950-01-13,1950,False,new york city police department, ny
eow: sunday, january 22,1950,cause of death: gunfire,gunfire,1950-01-22,1950,False,boynton police department, ok
eow: sunday, january 22,1950,cause of death: gunfire,gunfire,1950-01-22,1950,False,virginia department of alcoholic beverage control, va
eow: saturday, february 4,1950,cause of death: automobile accident,automobile accident,1950-02-04,1950,False,newark police department, nj
eow: wednesday, february 8,1950,cause of death: automobile accident,automobile accident,1950-02-08,1950,False,baltimore and ohio railroad police department, rr
eow: saturday, february 11,1950,cause of death: aircraft accident,aircraft accident,1950-02-11,1950,False,united states department of energy - national nuclear security administration - office of secure transportation, us
eow: monday, february 20,1950,cause of death: heart attack,heart attack,1950-02-20,1950,False,torrington police department, ct
eow: monday, february 20,1950,cause of death: heart attack,heart attack,1950-02-20,1950,False,united states department of the treasury - internal revenue service - alcohol tax unit, us
eow: tuesday, february 28,1950,cause of death: motorcycle accident,motorcycle accident,1950-02-28,1950,False,long beach police department, ca
eow: friday, march 3,1950,cause of death: struck by train,struck by train,1950-03-03,1950,False,michigan state police, mi
eow: saturday, march 4,1950,cause of death: gunfire,gunfire,1950-03-04,1950,False,perry county sheriff's office, ky
eow: wednesday, march 8,1950,cause of death: automobile accident,automobile accident,1950-03-08,1950,False,tennessee highway patrol, tn
eow: saturday, march 11,1950,cause of death: gunfire,gunfire,1950-03-11,1950,False,perry county sheriff's office, ky
eow: sunday, march 12,1950,cause of death: heart attack,heart attack,1950-03-12,1950,False,fairview park police department, oh
eow: sunday, march 12,1950,cause of death: gunfire,gunfire,1950-03-12,1950,False,presidio county sheriff's department, tx
eow: sunday, march 19,1950,cause of death: gunfire,gunfire,1950-03-19,1950,False,oakridge police department, or
eow: saturday, march 25,1950,cause of death: gunfire,gunfire,1950-03-25,1950,False,jennings police department, mo
eow: tuesday, march 28,1950,cause of death: automobile accident,automobile accident,1950-03-28,1950,False,sussex county sheriff's office, va
eow: wednesday, march 29,1950,cause of death: assault,assault,1950-03-29,1950,False,lamesa police department, tx
eow: sunday, april 2,1950,cause of death: vehicle pursuit,vehicle pursuit,1950-04-02,1950,False,lunenburg police department, ma
eow: monday, april 10,1950,cause of death: drowned,drowned,1950-04-10,1950,False,new york city police department, ny
eow: wednesday, april 12,1950,cause of death: gunfire,gunfire,1950-04-12,1950,False,michigan state police, mi
eow: friday, april 21,1950,cause of death: motorcycle accident,motorcycle accident,1950-04-21,1950,False,new jersey state police, nj
eow: saturday, april 22,1950,cause of death: gunfire,gunfire,1950-04-22,1950,False,aiken department of public safety, sc
eow: sunday, april 23,1950,cause of death: gunfire,gunfire,1950-04-23,1950,False,fostoria police department, oh
eow: monday, april 24,1950,cause of death: gunfire,gunfire,1950-04-24,1950,False,chicago police department, il
eow: tuesday, april 25,1950,cause of death: gunfire,gunfire,1950-04-25,1950,False,marblehead police department, ma
eow: wednesday, april 26,1950,cause of death: gunfire (accidental),gunfire (accidental),1950-04-26,1950,False,california highway patrol, ca
eow: wednesday, april 26,1950,cause of death: gunfire,gunfire,1950-04-26,1950,False,perry county sheriff's office, ky
eow: wednesday, april 26,1950,cause of death: vehicular assault,vehicular assault,1950-04-26,1950,False,beaumont police department, tx
eow: saturday, april 29,1950,cause of death: gunfire,gunfire,1950-04-29,1950,False,mendocino county sheriff's office, ca
eow: wednesday, may 3,1950,cause of death: gunfire,gunfire,1950-05-03,1950,False,philadelphia police department, pa
eow: monday, may 8,1950,cause of death: gunfire,gunfire,1950-05-08,1950,False,harlan police department, ky
eow: wednesday, may 10,1950,cause of death: assault,assault,1950-05-10,1950,False,gulf county sheriff's office, fl
eow: thursday, may 11,1950,cause of death: gunfire,gunfire,1950-05-11,1950,False,los angeles police department, ca
eow: thursday, may 11,1950,cause of death: gunfire,gunfire,1950-05-11,1950,False,russell police department, ky
eow: sunday, may 21,1950,cause of death: motorcycle accident,motorcycle accident,1950-05-21,1950,False,belleville police department, nj
eow: thursday, may 25,1950,cause of death: gunfire,gunfire,1950-05-25,1950,False,shasta county sheriff's department, ca
eow: friday, june 2,1950,cause of death: automobile accident,automobile accident,1950-06-02,1950,False,oakland police department, ca
eow: monday, june 5,1950,cause of death: struck by vehicle,struck by vehicle,1950-06-05,1950,False,canastota police department, ny
eow: tuesday, june 6,1950,cause of death: gunfire,gunfire,1950-06-06,1950,False,petoskey police department, mi
eow: saturday, june 10,1950,cause of death: automobile accident,automobile accident,1950-06-10,1950,False,wilmington police department, nc
eow: tuesday, june 13,1950,cause of death: gunfire,gunfire,1950-06-13,1950,False,kingsport police department, tn
eow: monday, june 19,1950,cause of death: automobile accident,automobile accident,1950-06-19,1950,False,jefferson county police department, ky
eow: tuesday, june 20,1950,cause of death: aircraft accident,aircraft accident,1950-06-20,1950,False,virginia state police, va
eow: wednesday, june 28,1950,cause of death: vehicular assault,vehicular assault,1950-06-28,1950,False,bangor police department, me
eow: friday, june 30,1950,cause of death: gunfire,gunfire,1950-06-30,1950,False,wister police department, ok
eow: friday, june 30,1950,cause of death: vehicular assault,vehicular assault,1950-06-30,1950,False,monroe county sheriff's office, tn
eow: sunday, july 2,1950,cause of death: fall,fall,1950-07-02,1950,False,nassau county police department, ny
eow: tuesday, july 4,1950,cause of death: gunfire,gunfire,1950-07-04,1950,False,detroit police department, mi
eow: saturday, july 8,1950,cause of death: motorcycle accident,motorcycle accident,1950-07-08,1950,False,los angeles police department, ca
eow: friday, july 14,1950,cause of death: gunfire,gunfire,1950-07-14,1950,False,chicago police department, il
eow: friday, july 14,1950,cause of death: gunfire,gunfire,1950-07-14,1950,False,maryland state police, md
eow: friday, july 14,1950,cause of death: gunfire,gunfire,1950-07-14,1950,False,mineola police department, tx
eow: saturday, july 15,1950,cause of death: motorcycle accident,motorcycle accident,1950-07-15,1950,False,philadelphia police department, pa
eow: friday, july 21,1950,cause of death: gunfire,gunfire,1950-07-21,1950,False,new york city police department, ny
eow: monday, july 24,1950,cause of death: automobile accident,automobile accident,1950-07-24,1950,False,pennsylvania state police, pa
eow: thursday, july 27,1950,cause of death: motorcycle accident,motorcycle accident,1950-07-27,1950,False,new york city police department, ny
eow: friday, july 28,1950,cause of death: gunfire,gunfire,1950-07-28,1950,False,pike county sheriff's department, ky
eow: friday, july 28,1950,cause of death: motorcycle accident,motorcycle accident,1950-07-28,1950,False,tonawanda city police department, ny
eow: thursday, august 3,1950,cause of death: gunfire,gunfire,1950-08-03,1950,False,st. francis county sheriff's office, ar
eow: friday, august 4,1950,cause of death: vehicular assault,vehicular assault,1950-08-04,1950,False,baltimore city police department, md
eow: friday, august 11,1950,cause of death: gunfire,gunfire,1950-08-11,1950,False,bernalillo police department, nm
eow: sunday, august 13,1950,cause of death: motorcycle accident,motorcycle accident,1950-08-13,1950,False,bridgeport police department, ct
eow: thursday, august 17,1950,cause of death: gunfire,gunfire,1950-08-17,1950,False,mercer county sheriff's department, wv
eow: saturday, august 19,1950,cause of death: animal related,animal related,1950-08-19,1950,False,greenburgh police department, ny
eow: tuesday, august 29,1950,cause of death: aircraft accident,aircraft accident,1950-08-29,1950,False,united states department of justice - immigration and naturalization service - united states border patrol, us
eow: thursday, september 7,1950,cause of death: automobile accident,automobile accident,1950-09-07,1950,False,mississippi department of public safety - highway patrol, ms
eow: thursday, september 7,1950,cause of death: struck by train,struck by train,1950-09-07,1950,False,oregon state police, or
eow: sunday, september 24,1950,cause of death: gunfire,gunfire,1950-09-24,1950,False,united states department of the treasury - bureau of narcotics, us
eow: monday, september 25,1950,cause of death: fall,fall,1950-09-25,1950,False,ramsey county sheriff's department, nd
eow: wednesday, september 27,1950,cause of death: electrocuted,electrocuted,1950-09-27,1950,False,velva police department, nd
eow: friday, september 29,1950,cause of death: vehicular assault,vehicular assault,1950-09-29,1950,False,shelby county sheriff's office, al
eow: friday, september 29,1950,cause of death: struck by vehicle,struck by vehicle,1950-09-29,1950,False,chippewa falls police department, wi
eow: sunday, october 1,1950,cause of death: automobile accident,automobile accident,1950-10-01,1950,False,montgomery police department, al
eow: sunday, october 1,1950,cause of death: gunfire,gunfire,1950-10-01,1950,False,oregon state police, or
eow: tuesday, october 3,1950,cause of death: gunfire,gunfire,1950-10-03,1950,False,el segundo police department, ca
eow: wednesday, october 4,1950,cause of death: automobile accident,automobile accident,1950-10-04,1950,False,south carolina highway patrol, sc
eow: friday, october 6,1950,cause of death: stabbed,stabbed,1950-10-06,1950,False,philadelphia police department, pa
eow: sunday, october 8,1950,cause of death: motorcycle accident,motorcycle accident,1950-10-08,1950,False,massachusetts state police, ma
eow: saturday, october 21,1950,cause of death: motorcycle accident,motorcycle accident,1950-10-21,1950,False,los angeles police department, ca
eow: sunday, october 29,1950,cause of death: heart attack,heart attack,1950-10-29,1950,False,powell police department, wy
eow: monday, october 30,1950,cause of death: gunfire,gunfire,1950-10-30,1950,False,puerto rico police department, pr
eow: wednesday, november 1,1950,cause of death: gunfire,gunfire,1950-11-01,1950,False,white house police force, us
eow: thursday, november 2,1950,cause of death: motorcycle accident,motorcycle accident,1950-11-02,1950,False,long beach police department, ca
eow: saturday, november 11,1950,cause of death: automobile accident,automobile accident,1950-11-11,1950,False,harrison county sheriff's office, wv
eow: wednesday, november 15,1950,cause of death: gunfire,gunfire,1950-11-15,1950,False,san jose police department, ca
eow: saturday, november 18,1950,cause of death: gunfire,gunfire,1950-11-18,1950,False,poplar police department, mt
eow: tuesday, november 28,1950,cause of death: electrocuted,electrocuted,1950-11-28,1950,False,barton county sheriff's office, ks
eow: tuesday, november 28,1950,cause of death: heart attack,heart attack,1950-11-28,1950,False,newark police department, nj
eow: sunday, december 3,1950,cause of death: automobile accident,automobile accident,1950-12-03,1950,False,labette county sheriff's office, ks
eow: tuesday, december 5,1950,cause of death: gunfire,gunfire,1950-12-05,1950,False,puerto rico police department, pr
eow: friday, december 8,1950,cause of death: gunfire,gunfire,1950-12-08,1950,False,saginaw police department, mi
eow: saturday, december 9,1950,cause of death: gunfire,gunfire,1950-12-09,1950,False,cumberland county sheriff's office, nc
eow: sunday, december 10,1950,cause of death: gunfire,gunfire,1950-12-10,1950,False,saginaw police department, mi
eow: tuesday, december 12,1950,cause of death: motorcycle accident,motorcycle accident,1950-12-12,1950,False,savannah police department, ga
eow: monday, december 18,1950,cause of death: stabbed,stabbed,1950-12-18,1950,False,united states department of justice - immigration and naturalization service - united states border patrol, us
eow: tuesday, december 19,1950,cause of death: automobile accident,automobile accident,1950-12-19,1950,False,new york state police, ny
eow: sunday, december 24,1950,cause of death: gunfire,gunfire,1950-12-24,1950,False,florida game and fresh water fish commission, fl
eow: tuesday, december 26,1950,cause of death: struck by vehicle,struck by vehicle,1950-12-26,1950,False,clark county sheriff's office, nv
eow: friday, december 29,1950,cause of death: automobile accident,automobile accident,1950-12-29,1950,False,new orleans police department, la
eow: friday, january 5,1951,cause of death: gunfire (accidental),gunfire (accidental),1951-01-05,1951,False,salt lake city police department, ut
eow: saturday, january 6,1951,cause of death: vehicular assault,vehicular assault,1951-01-06,1951,False,baltimore city police department, md
eow: monday, january 8,1951,cause of death: automobile accident,automobile accident,1951-01-08,1951,False,maricopa county sheriff's office, az
eow: tuesday, january 16,1951,cause of death: drowned,drowned,1951-01-16,1951,False,illinois department of conservation - division of law enforcement, il
eow: friday, january 26,1951,cause of death: automobile accident,automobile accident,1951-01-26,1951,False,scioto county sheriff's office, oh
eow: saturday, january 27,1951,cause of death: automobile accident,automobile accident,1951-01-27,1951,False,manhattan police department, ks
eow: sunday, january 28,1951,cause of death: gunfire,gunfire,1951-01-28,1951,False,tennessee department of finance and taxation - alcohol tax unit, tn
